GeneName,U1,U2,U3,UZV_1,UZV_2,UZV_3
ACSL4,44.0243,45.8245,46.7163,38.2778,43.0749,44.4698
NHLH1,0.118234,0.100773,0.109017,0.467656,0.372771,0.243395
SIK2,12.7419,13.8202,13.2779,13.1627,13.6754,15.1181
TRAF3IP1,4.80491,4.3663,4.19654,4.58253,4.68005,4.70777
RRN3P1,1.48912,1.76284,2.39909,2.91497,3.20458,2.93255
BPIFB1,0.0265748,0,0,0,0,0
OR1L4,0,0,0,0,0,0.0708923
SEPT2,206.102,185.468,203.101,175.887,185.029,182.014
PPAP2C,44.0479,38.5088,37.8524,43.7618,42.1169,40.7524
LOC339666,0.109292,0.229949,0.0530541,0.107064,0.0535437,0.204172
CUL4A,23.6304,21.789,24.1037,21.0763,21.7934,22.2542
LOC100507534,0.146317,0.184277,0.249926,0.170892,0.13757,0.0360154
PLEK2,0.0288105,0,0,0.0286616,0,0
UBIAD1,9.58277,8.94257,9.44136,7.95919,7.09346,8.26117
DCAF11,14.8,13.8704,13.6075,11.4853,10.9622,11.037
PRR16,1.73443,1.37123,1.83474,4.48872,4.83603,3.8979
ZXDB,2.16287,2.2596,2.18302,2.3003,2.66959,2.64774
GPR89A,18.219,15.6784,18.5749,24.4313,26.6613,23.2529
SAT1,18.3528,17.8005,15.9514,77.4783,78.8022,72.1063
RNF225,0,0.0663762,0,0.0792965,0,0.0992651
DLX4,0.0608521,0.196757,0.213554,0.141634,0.309207,0.329033
CA3-AS1,0.256134,0.214998,0.081569,0.239294,0.119184,0.115679
BET1,12.1694,10.2688,10.6526,12.3311,11.5873,12.1252
C16orf86,0.331191,0.163044,0.301015,0.50115,0.641403,0.746878
DDAH1,35.6263,33.5477,34.8347,34.3534,35.7037,38.0554
SSPN,0.669399,0.741644,0.786899,0.564334,0.647928,0.623945
LINC01560,0.419829,0.334032,0.619439,0.707766,0.593346,0.716434
TMEM151B,0,0,0.0361245,0.0720472,0.0529538,0.0590285
GSTA4,6.22639,7.49377,7.21812,6.76502,6.71584,6.51998
FAM83C,0.0243788,0,0,0.0123934,0.0253381,0.0283397
CLGN,13.064,13.5738,13.563,11.4494,12.8507,12.6246
TRMT61B,7.23863,6.54899,7.54962,7.42282,8.17032,7.57707
NID2,0.0223353,0.0292426,0.0279263,0.0370314,0.037576,0.0570429
MIR181A2HG,0.823854,0.362707,0.109929,0.847191,0.966946,0.43585
HSP90AA1,666.528,600.997,657.347,435.683,482.798,448.801
LPAR1,0.292068,0.204025,0.265023,0.0996284,0.319464,0.287932
RFPL1S,0,0.00988434,0.00950169,0.0450695,0.0269139,0.0373766
SOX10,0.0112451,0,0.0102465,0,0.0126177,0.043218
C8orf4,2.11128,1.95825,2.14405,5.63657,3.9462,4.02441
TTBK1,0.0433412,0.0289718,0.022001,0.0534911,0.0333725,0.0188876
WDR13,11.3138,11.3767,10.9113,10.5098,11.1127,10.043
LOC100499489,0.655,0.680409,0.88842,1.09585,1.08727,0.863523
NSUN3,2.74865,3.48374,4.04143,3.25272,3.54918,3.81037
ADNP2,5.56725,5.98961,6.02529,6.37604,6.71315,7.07565
EXT1,8.26881,7.76295,7.95441,7.78558,8.3261,7.77213
ZMYND11,19.8402,19.2191,19.4096,13.3711,13.3862,14.8136
ELOVL4,5.90367,6.30838,5.51114,9.066,9.7656,10.6884
FECH,2.61657,2.34172,2.52238,2.55551,2.50342,2.65912
PIGM,9.15491,8.12724,8.82707,6.54329,7.17957,7.34701
PDZK1,0.792179,0.502192,0.740772,0.951817,0.971737,1.06357
C19orf67,0,0,0,0.0277812,0,0
GNB1,187.325,166.493,172.825,174.249,185.038,171.266
TSC2,16.018,15.909,15.5128,16.9229,16.8741,17.0656
EHF,0.0484443,0.120573,0.116213,0.366476,0.287289,0.349229
EXO1,15.2661,14.364,14.842,12.7738,15.7271,12.5627
C11orf98,25.8281,24.9837,25.0343,31.473,31.1576,32.2425
CYP2A7,0.0183467,0.018485,0.0936657,0.0710999,0.0176845,0.0770387
DNAH1,0.190564,0.228748,0.223914,0.363754,0.299057,0.348403
CSRP2,30.0653,26.3597,27.4694,40.9662,43.1033,39.9645
LOC100287846,0,0,0,0,0.0172247,0.0179157
OBSL1,12.0446,12.8242,11.2942,12.7609,11.7938,12.1163
FOCAD,12.6797,13.2725,12.6862,7.07151,6.92258,7.01222
CREB5,4.48634,5.08164,4.8274,6.94358,6.63801,7.45036
PRDM9,0,0,0,0,0.0432508,0
PVRL3-AS1,0.0536544,0.11832,0,0,0,0.0507575
LSM12,41.6647,37.7444,41.7668,43.7218,47.9192,47.3162
TFPT,5.67742,5.225,5.14786,8.79095,7.74224,7.82378
LOC644838,0,0,0,0,0,0
PLK4,15.1003,14.9346,15.5001,14.6123,16.2258,16.905
ATXN7L3,19.1268,20.2681,18.9119,20.8154,21.2586,22.3471
TDRD5,0.0237231,0.0719988,0.0236751,0.0824698,0.0204214,0.0560452
LOC100507487,0.147287,0.27082,0.231235,0.191933,0.304576,0.0867583
RHBDF2,1.72307,1.58405,1.33163,1.92546,1.75065,2.1351
PTPN23,13.9194,15.3314,13.5402,14.4394,13.5589,15.0716
POLR1A,10.0104,11.0348,10.6119,7.4328,7.1134,7.78891
SEPT5-GP1BB,2.34955,2.17618,1.97464,2.24196,2.34359,2.3091
SPATA20,9.82864,7.26789,7.95215,12.0187,10.9478,11.2675
NAPSA,0.137612,0.143084,0,0.315773,0.143859,0.239702
RLTPR,0.28647,0.147051,0.186238,0.225834,0.346366,0.25514
RPS26P11,0,0,0,0,0,0
STK32B,0.261204,0.14978,0.110135,0.0916561,0.119648,0.149796
SETD7,14.1578,13.8413,14.6711,8.34976,8.51718,9.71618
PTGS2,0.627522,0.388586,0.48042,0.915011,1.04197,0.596772
SLC35A4,46.5859,46.3961,45.4231,45.5136,42.9684,42.5679
CCDC74B,0.320609,0.344889,0.599038,0.415221,0.243022,0.2844
CASP8AP2,11.9184,11.8668,13.3756,10.5911,11.0798,12.3638
GFI1B,0,0,0,0,0.0221515,0
TPRG1,0.820329,0.651899,0.457936,0.557619,0.557279,0.88633
ADCY6,7.76462,7.12232,7.29123,7.87723,7.72209,7.59662
LOC101928093,0,0,0.0727139,0.283528,0,0
LOC100287944,0,0,0,0,0,0
KIAA2026,5.70162,6.03694,6.15362,5.20628,5.21,6.09688
TMEM87B,13.8413,14.2652,13.9612,13.1874,13.7512,14.5264
STAMBP,14.5218,13.7703,14.9985,20.4541,21.7561,20.7471
MAPRE3,6.70173,6.50937,6.72541,9.75559,10.0774,9.06647
ADAM7,0.0225989,0,0,0,0,0.0164815
CCDC15,2.78107,2.94453,2.5691,2.65721,2.77131,2.71656
SMYD1,0.0243418,0,0,0,0,0
TRMT6,10.3108,9.84251,10.3442,13.1701,12.9742,13.0429
C21orf59,19.2321,18.6825,19.6452,22.5624,22.1175,22.9204
ADNP-AS1,0.864886,0.897664,0.888439,0.872729,1.58705,1.47098
PLXNB2,24.5825,23.503,24.0532,26.4979,25.7517,26.8675
ARIH1,20.2347,20.0918,20.7474,23.1487,25.1977,23.0784
LOC101929162,0.0343391,0.104475,0.137304,0.11944,0.119415,0.245416
LCT,0.00672848,0.0134135,0.0191585,0.0131934,0.00670346,0.0143775
PDGFB,3.47092,3.63545,3.34436,4.42361,5.31086,5.26779
GPS2,26.1449,22.2145,27.0475,31.5259,32.8243,29.6932
AGAP2,0.611973,0.61417,0.641563,1.29238,1.14542,1.13365
C9orf170,0.0176543,0.0170549,0.0348808,0,0.0151717,0.0298509
ESCO2,13.9815,13.8892,15.1986,11.8922,13.1683,16.1344
CA11,2.62629,1.9698,2.15841,4.44256,4.27538,3.57314
TECR,105.195,90.6881,97.437,113.083,111.758,100.685
ERICH3-AS1,0,0,0,0,0,0
NKX3-1,2.98486,3.55279,2.74019,5.82425,6.98352,5.35996
HTT,17.2687,18.344,17.173,13.6576,12.5582,14.1668
PDE3A,0.260701,0.359898,0.203036,0.551634,0.447668,0.436798
C17orf107,0.1933,0.123021,0.126373,0.444516,0.20812,0.26495
MRPL49,23.9256,26.1243,23.8161,32.5342,31.4879,29.7727
B3GALT4,0,0,0,0,0,0
ITGA8,0,0,0.0067645,0.00665071,0.0268718,0.00694578
KLHL7-AS1,0.328714,0.0662622,0.131078,0.168016,0.363855,0.141923
S100A2,43.7072,38.7296,36.8427,79.4933,74.9109,55.8457
LOC101929384,0,0,0,0.0599569,0,0
LOC101927766,0,0,0,0,0,0
ZNF235,0.840122,0.87993,1.13782,1.30101,1.55331,1.23288
TMEM223,15.4523,13.9357,11.8351,17.7367,19.7889,18.0127
CDK5R1,1.73795,1.92431,1.61458,1.90951,2.43639,2.64773
ADRA1D,6.81637,6.40414,6.19026,6.18613,6.23044,6.3281
LOC101929622,0.0761829,0,0.219748,0,0,0
F12,0.9994,0.644242,0.818547,1.02057,0.804708,1.10655
LCAL1,0.014428,0,0.0140108,0,0,0.0135768
TCFL5,7.73994,7.32527,7.44794,7.59235,10.0125,8.67277
SERTAD2,8.18809,8.6184,8.23834,9.07275,8.31905,9.64381
SMCO3,0,0.0658744,0,0.081294,0.0266324,0.0263981
NDUFB6,29.6744,25.2446,27.0633,30.5924,30.4674,31.3929
TMEM62,8.54268,7.24556,8.0958,18.9437,20.4945,22.3714
DPM3,27.9458,23.2093,27.8576,30.1499,27.4483,25.4881
ETV7,0.0251769,0.088169,0.0931053,2.76136,2.07854,2.4452
ALKBH6,9.52254,9.86751,10.7551,13.9489,13.7088,12.3509
LINC01091,0,0,0,0.327988,0,0
LOC101926889,0.980203,1.41385,1.42311,1.2245,1.25555,1.71066
ZFAND6,69.9019,66.5916,68.3385,77.6971,79.805,80.6953
ARL14,0,0,0.0471971,0.0407064,0,0.161882
ARHGAP29,14.2192,15.6251,16.0065,26.8399,27.3564,28.8292
RRM2B,15.2072,15.5793,14.9712,16.2715,17.7056,19.6431
DOCK1,15.6339,16.6295,15.2785,9.9017,9.50926,10.3249
LOC101927143,0,0,0,0,0,0
CEP57L1,7.94784,7.26514,8.45002,7.40228,8.77503,10.1126
TFAP2A-AS1,1.234,1.69178,1.10294,2.27432,1.9791,2.11627
NUF2,51.8011,47.6049,51.9734,42.292,49.8336,53.1804
IKZF5,6.7685,6.61287,7.47466,8.5111,9.46915,10.6184
ZNF155,1.71654,1.75994,1.74321,2.55226,3.06161,2.85101
GGT3P,0,0.0411507,0.039968,0,0.0843079,0.0238837
MYL7,0,0,0,0,0,0
LIN7B,2.10415,1.44542,1.41068,2.38205,2.91716,2.18147
CACFD1,2.97024,2.46795,2.5701,2.82142,3.2331,2.95385
IL17F,0,0,0,0,0,0
REPS1,13.4865,12.7985,12.7428,17.0097,16.2995,16.1489
COL1A2,222.419,220.954,211.39,221.217,213.76,228.306
TOMM40,56.4595,55.8435,50.9199,70.3586,64.4682,68.9395
ASXL2,6.75557,8.11243,7.53939,5.69866,5.06396,6.14437
ATP6V1A,18.825,19.5044,19.1289,19.4141,18.1469,18.9425
MCU,13.3599,12.9677,14.6163,13.2828,13.2514,11.9761
NXNL2,0,0,0.0365315,0.0778055,0.0411724,0.0435217
AP3S1,48.5274,46.7444,51.345,48.4515,54.6099,51.1701
GALM,0.018511,0.0361481,0.0176521,0.0521632,0.0354566,0.0186579
DOK6,0.598676,0.704994,0.617073,0.299619,0.212548,0.445319
DGCR6L,13.911,13.1139,11.3263,17.9549,17.7102,18.839
KCNRG,0.295957,0.300319,0.503372,0.16014,0.227458,0.353428
LINC00618,0.247803,0,0,0,0.230431,0.697471
PARG,10.4212,10.892,10.2164,11.9053,12.5791,13.0145
FCGR1B,0.181259,0.137354,0.168335,0.729682,0.629564,0.764453
C2CD4D,0,0.0619685,0,0.0705828,0.0733484,0.123764
MSRB3,9.04787,8.93239,8.76899,5.97634,5.56385,5.55403
FAM182A,0.00497887,0.00482074,0.00955116,0.0393172,0.0316383,0.0333132
MKL2,4.50028,4.84057,5.02888,2.8658,3.05974,3.54333
FGF17,0,0.124845,0.0542387,0.0337625,0.137331,0
LCTL,4.35773,3.94366,4.19821,3.64965,5.1867,4.25292
LRCH2,8.32729,7.91986,9.03788,12.9391,14.4337,14.845
HIST1H2AH,0.305939,0,0.142788,0.281264,0,0.308012
SRSF7,69.6066,63.1143,69.9189,80.6729,79.977,71.1262
ZC3H12B,0.964835,1.10397,0.870108,0.743778,0.72896,0.836751
COL11A1,4.52031,4.87597,5.02503,13.2219,14.5661,15.2635
PPARGC1B,0.245193,0.178763,0.21318,0.163513,0.2386,0.232307
HPS6,9.89726,9.80351,9.79441,12.2227,12.942,12.5757
EIF1B-AS1,0.0798392,0.0263258,0.0513632,0.125576,0.0505712,0.0780896
SPATC1,0,0,0,0,0,0
TCTN2,2.55655,3.09498,3.89086,3.42624,3.07809,3.03223
LINC00599,0.041312,0.0611055,0.0198287,0.0608539,0.0416784,0.0654046
ETFDH,5.90892,6.13259,5.98579,3.75148,5.50504,4.52127
CLIP1-AS1,0,0.114668,0,0,0,0
ZG16,0,0.0294146,0,0.0275057,0,0
DACT1,5.66545,5.80864,5.57203,4.46205,4.57812,4.88311
LINC00601,1.85769,1.74366,1.6522,1.72453,1.10346,1.88187
COL4A6,1.42296,1.40602,1.42328,1.56126,1.39757,1.52282
GOLPH3,52.1397,48.497,50.7419,56.4854,59.6907,65.5731
LINC00703,0,0,0,0.0226183,0,0
C5orf51,18.1976,19.804,20.9998,20.2101,20.8105,22.5059
MOCS2,15.9101,15.5222,15.2871,17.6373,16.8947,15.8533
DBR1,8.94411,7.36946,8.95582,9.02166,10.0626,9.51697
EEPD1,0.928619,0.799995,0.597427,0.86751,0.60219,0.750518
HPCAL4,0,0.0492896,0.0121094,0.0541412,0.0700286,0.072246
FAM196A,0.00982936,0,0.00924686,0.00968426,0.00979657,0
PHKG2,5.52905,5.17318,5.39164,8.14824,7.69459,7.70873
ELF4,16.5564,16.918,16.3522,17.1373,17.0271,16.7862
LOC100128554,0.0401983,0,0.0193456,0.0188244,0,0
MBLAC2,2.71948,2.82523,2.78872,2.65206,2.67654,2.63898
C20orf27,19.9929,20.1184,17.0443,17.5231,16.1442,16.0831
LIMK1,38.3991,34.7188,34.7105,29.996,28.253,29.9229
ASIC4,0.0582769,0,0.0400645,0.0640881,0.100281,0.130163
CACNB2,0.305817,0.38107,0.455608,0.348604,0.418456,0.452559
KCNA3,0,0,0,0,0,0
LOC101928519,0,0,0,0,0,0
ASAP1-IT2,0.0585169,0.176703,0.145159,0.0255377,0.0252948,0.181571
SRPK1,24.2306,22.8239,22.8939,22.3989,22.3237,21.8835
MCHR1,0,0,0,0.018779,0.0194452,0.0213226
LINC01268,2.75449,2.49227,2.88017,1.98113,1.99052,1.55514
LOC101448202,0.482577,0.318348,0.204707,0.421228,0,0.115971
RNVU1-7,0,0,0,0,0,0
NNT-AS1,6.97669,6.95166,8.04407,6.06712,4.80373,6.80314
POLR2G,55.956,54.6684,54.5206,52.4131,43.4909,44.7444
LOC100996447,0.454833,0.150584,0.419347,0.255292,0.288382,0.31518
CNTF,1.00425,1.73371,1.89974,1.58283,1.68321,1.43272
ANO5,0,0,0,0,0,0
HOXD11,15.5768,18.4212,16.5768,19.8486,21.8796,23.5681
ABCA1,2.69374,3.01296,3.01739,4.82523,4.35475,5.74457
OR10V2P,0.0846117,0,0,0,0,0.0825473
ULBP2,10.5102,9.67135,10.3335,15.4778,15.5669,13.8134
THSD1,1.14263,1.16993,1.34,1.63772,1.45348,1.5601
NUP50-AS1,4.37625,3.23835,4.50728,6.57597,5.59743,5.21286
PELO,13.4975,11.8243,11.6384,19.1429,20.5071,19.1093
F2,0.0198627,0.101466,0,0.0808634,0.0841372,0.0915315
DPM1,32.4049,28.5608,36.4081,42.251,48.1238,46.8259
LINC00901,0.0421871,0,0,0,0,0
HOMER2,4.54,4.13647,4.30986,3.00362,3.28864,4.02686
OTUD7A,0.0158624,0.0148281,0.0288015,0.0502035,0.0178447,0.0392209
ARHGAP21,19.1649,20.4551,20.0695,17.0044,16.8222,17.4608
FRG1,24.4134,17.2056,20.7448,26.1277,31.2214,31.1892
UXT-AS1,1.28503,0.524081,1.21699,0.522408,1.69455,1.0282
STMN3,2.74591,2.72268,2.33204,2.30062,2.15129,2.23715
LOC100507156,0.334843,0.457837,0.345894,0.247969,0.314229,0.449972
SSR1,38.7781,38.7194,39.5749,32.6166,36.3773,37.1654
UGDH,22.0472,20.3166,22.8475,21.1305,20.8408,22.5077
CRK,46.4653,43.6942,45.7996,45.1009,49.1147,46.8878
CORO1C,75.9898,69.831,73.572,56.7445,57.7205,52.9861
LINC01426,0.182166,0.0256253,0.127857,0.1947,0.124096,0.300553
LOC101928694,0,0,0,0,0,0
BCL9L,14.1422,14.1127,14.1571,15.2693,14.0173,16.5602
EPS8L2,0.157302,0.152105,0.15346,0.507034,0.553975,0.629752
MSH5,5.27803,4.23168,3.94531,4.96681,6.02122,5.24277
HSPG2,1.87965,2.08679,1.93288,1.81338,1.67752,2.10652
SNORD3A,8.87721,0,2.00961,0,0.85028,3.33563
MARCKS,178.236,159.594,150.436,136.023,143.214,155.41
NAGA,9.75412,8.65411,9.66824,8.24185,8.57932,7.95973
PAXIP1,10.825,10.8766,10.285,11.218,10.8305,10.8527
CORO2A,1.78395,1.73256,1.56903,2.04445,1.7101,2.08615
TRAPPC6B,10.6096,8.9664,10.3292,11.6728,12.0588,13.0023
LRRC6,0.196396,0.335318,0.426707,0.330014,0.409351,0.347532
CCDC92,9.04243,7.86597,8.01015,8.64731,8.6382,9.28078
PCYT1B,1.12217,1.06515,1.4168,1.12933,0.917347,0.930208
LINC01135,0.0576866,0.0585531,0,0.262922,0,0.100137
LOC102546298,0,0,0,0.155554,0,0
C11orf63,1.63295,1.46686,1.45013,1.10762,1.349,1.53225
AP5M1,13.5711,13.8033,15.4251,13.429,14.8279,15.2372
ROMO1,28.3865,22.1204,24.2596,30.4723,31.334,23.5596
DKFZp686K1684,0,0,0,0,0,0
GPA33,0.0303547,0,0,0.0303686,0,0
UBTD2,21.4313,18.6191,19.954,17.1742,17.0297,17.0762
TRMT10C,11.9566,11.3452,10.7612,15.2338,15.5511,14.1658
RIOK2,11.8031,11.2805,11.7321,17.3781,22.2872,20.5721
GPR63,1.07835,1.12126,0.808176,0.870695,0.800898,0.837689
SPATA45,0,0.149362,0.286316,0.128924,0.386507,0.130166
NHEJ1,7.08369,6.58362,6.65246,6.47019,5.28655,6.17314
HAUS8,13.5645,12.7449,12.2147,15.9784,16.5349,17.4635
ZNF12,8.77623,8.50268,8.39349,10.9865,12.0678,12.4605
FOXL2NB,0,0,0.0630697,0,0.0987768,0.0149643
RNASE3,0,0,0,0,0,0
MCEE,3.08153,3.71607,3.15374,4.49544,4.67989,4.49614
TIRAP,4.09368,3.85499,3.72762,4.34918,4.05664,4.83437
LOC100506688,0,0,0,0,0,0.0181766
PSMD4,135.199,126.196,129.168,162.867,158.112,138.053
PABPC1P2,0,0.0145109,0,0,0,0
MEF2C,3.68456,3.98518,3.96475,5.83261,5.42929,5.76801
LOC100507195,0,0,0.109159,0,0.305817,0.104412
XAB2,20.2135,18.0082,18.2622,25.0578,26.5799,23.4353
PFKL,32.5984,32.8194,31.7084,42.6277,42.2589,41.9065
ANAPC13,20.6179,20.2456,22.7493,24.5477,27.456,25.4882
7-Mar,31.5266,30.0464,32.322,35.1875,39.6478,41.4314
PRR20D,0.00764846,0,0,0.00799673,0,0
PIGV,4.31812,4.89692,3.44685,4.32867,3.9728,3.42193
UGT2A2,0,0,0,0.0052996,0,0.0244048
OLFM2,0.48307,0.302321,0.517062,1.05047,1.04736,1.35125
RBM38,15.3089,14.097,13.7809,17.2124,18.1523,18.0962
ACVR1B,3.53007,3.28213,3.49382,4.76071,4.24875,4.40393
PARD3,11.2271,9.95587,10.2743,12.6123,12.4017,12.8853
RHBDF1,8.19806,6.9724,7.88191,11.2854,10.8525,10.9127
MICAL1,9.79223,9.8033,9.47547,8.51191,8.15547,9.04547
IGF1,0.542168,0.0396338,0.00956027,0.035492,0.110094,0.00758597
KRTAP5-5,0,0,0,0,0,0.0293555
STX11,0.568636,0.642949,0.808409,1.57769,1.58468,1.45479
LOC285626,0,0,0,0,0,0
DSN1,21.6599,21.4704,20.9165,22.2539,22.737,25.0773
ARNTL,3.35248,2.89568,3.30409,4.50282,4.8373,5.40348
MAP7,2.31414,2.46076,2.71643,3.52767,3.60852,4.24026
ORC2,14.8172,15.005,14.8697,13.3819,15.2561,13.6383
GJB4,0,0,0,0.011893,0.0116505,0.0132476
SSH2,8.33629,8.47964,8.8311,7.95053,7.30324,8.41933
LINC00539,0.115631,0.115422,0,0,0,0.586537
HDAC11-AS1,0,0,0.120158,0,0,0.132076
SAP30BP,16.4183,13.8219,13.8981,21.9287,23.0454,22.5275
EMC3-AS1,4.48504,4.45528,4.609,4.27,4.47587,4.54995
ZC3HAV1L,0,0,0.0333289,0,0,0.0356207
HFE,6.69252,6.22585,6.49315,7.65049,6.47779,7.8488
GALNTL6,0,0.0347938,0,0,0.0174491,0
C15orf38-AP3S2,2.52835,2.48628,2.90472,2.1069,2.1608,3.31588
MED16,22.9494,19.1031,21.127,22.8536,24.1025,22.505
WNT9A,0.154478,0.206428,0.379511,0.119782,0.260343,0.136436
N4BP3,0.0279296,0.0276806,0.0510337,0.0153415,0.015917,0.0178227
BTN3A3,1.47311,1.79178,1.55324,10.7224,10.4335,10.6042
HPX,0.122255,0.06087,0.0875178,0.250504,0.487914,0.342869
LY6D,0.0488705,0,0.0459648,0,0,0
OGFOD3,8.12533,6.89036,7.90242,8.61586,8.39229,7.58623
COX19,3.97677,3.86526,3.78083,5.59139,6.16061,6.6028
PLA2G3,0,0.029532,0,0.0311162,0,0.146327
RSPO3,0.0138688,0.0275054,0.013861,0.240269,0.0951173,0.22135
CRHBP,1.99879,1.61039,1.95951,2.34851,3.5051,2.74503
LOC102723769,1.64514,1.63346,1.7409,1.34937,1.63783,1.83979
DAAM1,2.25097,2.51416,2.24811,2.6892,2.58187,2.71087
MTFR1,8.04392,9.18157,8.56671,7.53823,8.04605,8.60423
HIST2H3C,0.693428,0.747216,0.565938,1.08965,2.04318,1.84744
PARP9,20.0078,17.8873,19.6704,67.5704,69.9697,68.7841
CPTP,14.0167,12.1788,11.9655,17.2559,15.8742,16.4435
RASSF6,0,0,0,0.0435126,0.0095819,0.0409289
NUDT8,3.9953,2.77771,1.9217,2.97041,3.00787,2.40499
SCN11A,0.0384878,0.0391499,0.00953156,0.0387764,0.0536996,0.0430212
RAN,196.574,173.519,188.353,187.365,190.691,171.021
ZNF93,4.22716,4.3593,4.75822,5.95666,6.57766,6.47358
ZNF470,1.99527,1.98343,2.21083,2.18812,2.62482,2.75056
EGOT,0.0748984,0,0,0.0709727,0.139924,0
PLEKHN1,1.08648,1.00665,0.790423,1.53808,1.76207,2.00369
C7orf26,13.2398,13.7073,13.1323,16.1782,15.4199,17.2281
LOC727751,2.20383,2.74683,2.23854,1.206,4.81877,1.28356
PSME2,47.7935,45.3281,39.9314,133.862,138.973,130.441
EXTL2,11.9861,12.3889,12.9058,12.5211,12.805,14.1619
MRPS18B,21.6662,21.2984,21.3981,29.0029,27.6001,28.377
KLHL5,18.3766,18.8115,20.0939,15.7007,15.6094,15.7797
TOPORS-AS1,1.77744,1.93632,1.6453,2.14839,1.7174,2.98577
SLC35E3,4.613,5.37634,5.28833,4.96368,4.5588,5.4331
OPN5,0,0.0231015,0,0,0,0
RAB5C,87.5877,77.0247,81.5701,103.209,102.467,99.4546
ADGRE5,28.492,28.7614,27.9187,28.8324,27.9937,28.4443
SPAG1,3.81301,2.82863,3.49807,5.84578,6.63571,6.56714
ZNF818P,0,0,0,0.0190328,0,0.0191832
HNRNPAB,142.474,127.604,136.156,139.37,141.846,148.911
DOC2GP,0,0,0,0,0.153287,0
BBS4,5.71291,5.51232,6.17584,6.85949,6.85301,7.05018
DHFR,66.8475,64.1234,66.9489,39.0903,40.851,43.5667
MAPK3,14.9812,12.6261,13.5716,14.4271,14.1258,13.2012
MSL3,10.637,8.77395,9.49735,8.56496,7.85392,7.7338
LOC401312,0,0,0,0,0,0
ZNF136,2.56538,2.56638,2.24232,3.91634,3.97274,4.11242
CSH1,0,0,0,0,0,0
XPO7,34.3562,32.9737,33.8702,27.2926,27.4573,27.3204
REREP3,0.223249,0.214934,0.15681,0.108765,0.0569842,0.0592849
TSSK2,0.525674,0.3605,0.64088,0.574074,0.28488,0.787781
ITGB1,221.245,215.334,228.47,183.638,197.086,195.935
C19orf52,9.8035,9.12856,8.90266,12.497,13.2144,12.3586
PDZD2,1.36342,1.36072,1.335,1.95102,1.975,2.29317
CPT1C,5.30624,5.13786,5.32838,7.66776,7.9082,8.0075
UTP23,6.9205,7.43291,8.22656,9.86102,10.7975,9.82167
OR2AT4,0,0,0,0,0,0
RASIP1,0.0759658,0.133742,0.14945,0.243418,0.255555,0.309277
PRSS23,49.7467,48.5955,47.7213,33.324,36.0513,34.4646
ZCCHC24,2.51199,2.55083,2.33025,2.34081,1.89762,2.48107
LINC01592,0,0,0,0,0.0226408,0.0229433
TINF2,12.4142,12.9791,12.2348,13.3473,14.1641,12.1052
TEX12,0.310308,0,0,0.129221,0.130988,0.500417
SYT17,0.0707875,0,0.0472225,0.0695557,0.0698273,0.0760188
ZBTB12,5.31785,5.08442,5.09441,3.6402,3.75512,3.71814
CXCL2,1.42724,2.0083,1.75234,4.69364,5.31025,4.85932
ZNF83,12.4534,12.4356,12.4443,12.9803,15.8747,13.6816
LRRC58,17.0129,18.5669,18.3127,10.9531,11.9287,13.0971
HBQ1,0,0,0.106423,0,0,0
PLS3,178.843,179.195,187.132,206.841,217.325,205.554
ANXA8,0.0631945,0.0790401,0.116222,0.0816961,0.0177129,0
LECT1,0,0,0.0322172,0,0,0.0302298
LOC100506023,0.49016,0.479698,0.534835,0.466528,0.665937,0.622927
NAT8,0.153169,0,0,0,0.0531462,0
ZBTB10,2.66305,2.84057,3.01241,2.87255,2.99981,3.87939
LOC101929633,0.0917371,0,0.0909045,0,0.0852704,0.262006
WAC,30.0764,26.8834,30.6619,32.3662,35.761,34.5981
LAMP1,64.5927,60.3656,59.2912,77.5107,75.559,76.8102
LINC00942,0.0320934,0.0163186,0.0454935,0.0477265,0.0319914,0
ITGB8,32.4222,37.0532,35.5565,22.2807,22.3477,26.6356
RAB11B,44.1589,42.5035,41.2778,42.0867,45.9966,45.5152
ZMYM4,16.8387,16.5879,16.9347,15.8385,17.6409,18.0823
ITFG1-AS1,0,0,0,0.11223,0,0
HCG17,0.0904927,0.472424,0,0.343847,0,0.178581
PACSIN2,16.2872,16.1026,15.9842,18.1127,18.3902,17.669
CKM,0,0.0229703,0,0.0236692,0.0242856,0.0265263
GMNC,0,0,0,0,0,0
COL18A1-AS2,0,0,0,0,0,0
MED19,6.53483,6.28015,6.85463,9.71416,8.89918,8.64145
NUDT16,9.60591,7.64884,8.12885,8.37593,8.19299,8.06265
ACOX1,7.64224,7.53082,7.15289,6.48398,6.4631,7.25461
FUS,85.8188,75.0683,86.1836,85.448,96.3486,82.7826
TPM2,10.4377,9.09576,11.3917,11.3216,13.0751,11.8671
LOC100507639,0.179765,0.0368166,0.0690777,0.224795,0.253629,0.142023
TRIM69,0.247799,0.259485,0.2803,2.93809,2.77419,2.7503
ZNF630,0,0,0,0,0,0
HS6ST1,18.2917,18.6856,17.8205,15.4844,14.3498,15.8889
EXOSC1,15.5375,13.1177,12.6576,16.6031,16.2088,14.69
MVB12A,15.7023,16.1822,14.0056,27.5976,25.6135,28.6162
OR2A25,0,0,0,0,0,0
UBE2E1-AS1,0,0,0.0789267,0.140736,0,0
PSMD9,14.1535,13.8259,13.3793,16.1913,17.6037,15.8758
SND1-IT1,0.0319776,0.103457,0,0.117915,0.029015,0.41761
