GeneName,HRP1,HRP2,HRP3,HRZV1,HRZV2,HRZV3
CERK,14.1228,14.9779,13.4933,10.5808,7.6163,8.90784
GUCY2C,0,0,0,0.0120354,0.0216771,0.0128973
GCNT7,0.0204663,0.0392013,0.0182359,0.0915467,0.0989972,0.0782934
KIAA1551,15.8287,13.9684,14.9688,15.8328,11.6511,14.3767
SRSF9,50.1567,59.1313,57.7242,55.2544,57.3432,51.6089
ZNF35,2.03747,2.01623,2.1657,2.09789,2.17275,1.74384
TXNRD3NB,0,0,0,0,0.04302,0.0529901
ZNF225,1.97703,1.78128,1.54734,1.96998,1.25621,1.5652
ERO1A,32.378,36.0196,31.7195,30.0803,23.1844,26.0099
HSP90AA1,190.987,226.566,193.95,156.591,141.783,149.728
RHOG,21.4989,20.9316,21.0887,18.7748,18.26,21.8563
WHSC1,10.5252,12.4691,10.7465,11.3332,11.7884,12.9718
DGAT1,4.95848,4.41093,4.76523,3.46866,3.36433,3.20794
PDE4D,6.41167,5.74675,7.02674,10.3943,12.5603,9.60966
IRF7,7.80636,7.20387,7.71064,34.6981,43.3153,41.0808
CEBPZ,13.6894,14.5889,15.3578,24.3601,24.3717,25.8861
TANGO6,2.88945,2.8496,2.5441,2.29439,2.59935,2.49358
CHRM4,0.102158,0.0730727,0.0929643,0,0.0838451,0
RAB2B,11.9706,11.9337,13.9919,14.8615,14.3639,14.224
CAGE1,0.0167483,0.0162003,0.0638629,0.0790167,0,0.103351
STX12,23.9038,23.5662,24.9838,16.6462,17.7133,14.8541
IRF2,9.66927,9.02157,9.66388,17.2497,16.0839,17.5999
CTAGE15,0.307776,0.376549,0.42709,0.327842,0.441914,0.348945
LOC102723780,4.10364,4.54214,4.71265,4.54913,5.49857,4.53512
EIF4E3,2.26059,2.21379,2.58435,2.08693,2.15521,2.1066
FBXW4P1,0.303849,0.0970478,0.136599,0.0497114,0.123841,0.189797
NR5A2,0.0521152,0,0,0.0105114,0,0
TUBB2B,22.7708,27.828,26.4312,7.81997,12.946,9.51456
RD3L,0.0304431,0,0,0,0,0
UTP14A,7.75652,6.89901,7.03061,9.71086,10.2385,10.0457
LOC101927746,0.975544,0.730165,0.907229,2.63879,2.15536,1.95802
LOC101929199,0.27288,0.0532528,0.104279,0.1656,0.0958069,0.185638
CMTM6,45.5047,45.6382,44.7309,47.3786,42.5907,41.7789
HNRNPH2,43.2152,42.0877,35.2334,34.0377,27.7478,30.3679
FAM155A-IT1,0.062261,0,0.0276824,0.0551516,0,0.122884
SUCLA2,21.1142,23.6571,21.1795,23.5565,20.6881,22.9677
LIME1,1.75677,2.39379,2.67355,1.8126,2.53049,2.23446
USP33,22.7375,20.326,22.9304,28.0338,24.9386,27.5497
ID3,27.4838,30.4199,34.8911,9.00013,14.2375,9.06982
CES3,0.892965,0.376085,0.4431,0.520337,0.565381,0.5317
KIAA1804,1.24022,1.09285,1.17659,1.2288,1.20471,1.13431
CYCS,16.8427,20.9254,19.2158,25.0831,27.7707,24.6966
FCER1A,0.0406079,0,0,0,0,0
RRP1,9.27228,9.19503,9.8749,7.8885,9.84434,9.37474
HRAT5,0.0788528,0,0.0704246,0,0.0653574,0
SGK223,5.45711,5.37729,5.31792,3.62775,5.62541,4.07273
AKAP4,0.0709498,0,0,0,0,0.0150223
LOC101927415,0.368197,0.199579,0.247154,0.0872319,0.0932543,0.262081
TRAF3,5.65875,6.25737,6.06408,6.98245,7.96132,6.77618
TMEM220,3.44941,2.61993,3.58816,5.43253,5.47808,5.47952
LINC01551,2.74579,1.04665,1.02314,0.836178,1.03912,0.612395
PRICKLE3,3.9565,3.91,4.38565,4.57181,4.12321,4.69218
DOCK2,0.213037,0.427821,0.282907,0.396139,0.477431,0.543394
IFNA2,0.0476041,0,0,0,0,0
REP15,1.25626,1.4744,1.07083,0.250011,1.29144,1.16587
VN1R1,0.350748,0.270281,0.309729,0.572312,0.310442,0.470618
MRPL45P2,0.911202,0.940272,0.856644,0.791992,1.37545,1.17368
PGM5,0.190997,0.0473588,0.201973,0.104827,0.138261,0.0703944
TRIB3,69.041,39.2298,62.7633,157.143,182.969,184.046
LINC01296,2.29733,2.56884,2.14314,1.96202,1.76495,1.53832
CA14,0,0.0255795,0.0722553,0.0498304,0.0217903,0
ZBTB25,5.3499,4.65619,3.97362,5.647,4.23087,4.60599
SULT1B1,0.391455,0.189308,0,0.215807,0.197556,0.145452
TTLL7,3.43833,3.62418,2.97992,2.08307,2.47636,2.40038
ALDH1A2,1.86482,1.9077,1.90127,1.80954,1.49711,1.71927
ZNF34,1.2055,1.25306,1.17062,1.21653,1.01384,1.32307
LOC100630923,5.72813,5.54778,5.20028,3.77845,2.34546,3.82401
SERPINB1,7.47081,6.84933,7.30249,13.7139,13.9728,14.2548
SNX20,0.0650251,0,0,0,0,0
LINC00485,0.0969267,0.0316606,0.0144468,0.0598255,0.0132628,0.0159653
TLK2,9.51837,8.90245,9.65905,14.8848,16.2298,14.7146
HAS3,0.518013,0.52549,0.447142,0.530494,0.562477,0.362294
LOH12CR2,0.91951,0.823271,0.78988,0.868945,0.449966,0.824996
SEPT4,0.457554,0.601168,0.741618,0.702458,0.559522,0.319398
CXCL12,4.3746,4.10297,4.8348,1.29238,0.980307,0.690745
HPRT1,15.8684,17.593,15.5725,19.8206,24.281,20.3696
SHISA4,9.54781,8.47504,9.3892,4.95216,5.75506,5.26182
NXT1,7.6834,7.23862,8.36238,7.64941,10.4356,9.76814
OR10R2,0.0791566,0,0,0,0,0
LINC00554,0.0714974,0,0,0,0,0
AKIP1,12.0446,10.762,11.1722,10.5859,12.3625,10.8598
CHDH,0.305903,0.319486,0.388232,0.312659,0.30681,0.245446
PRTFDC1,4.66408,5.46378,5.3003,9.99619,9.76766,11.002
TMEM115,19.3294,17.4449,19.8859,14.7376,17.1801,17.1433
GATAD1,16.3542,16.0158,16.0615,17.2436,16.2871,16.5309
C11orf91,0,0.170562,0.215485,0.304591,0.341202,0.267959
COLEC11,0.0448008,0.16422,0,0.0732624,0.20202,0.158156
NCL,151.338,171.438,162.51,233.526,225.219,232.873
ANKRD20A2,0.0189435,0.017683,0.159746,0.0979621,0.0698199,0.389036
TFAP4,2.52548,1.69576,1.76661,4.22432,3.65929,4.67215
C1orf56,1.46304,1.12275,1.53092,1.18562,1.30515,1.05349
CDC27,20.468,21.8033,21.3315,22.254,20.8783,21.4816
PRR14,7.89738,7.92828,8.22284,7.27276,7.63818,8.34125
MRPS2,17.1045,18.4574,19.7343,18.1922,17.4157,19.1964
LRRTM1,0,0.0660226,0.0209708,0,0,0
OMD,0.0966648,0.0188397,0,0.033626,0,0
LINC01007,0.150312,0,0,0,0,0
FBXO22-AS1,3.60457,7.93502,3.94788,5.98327,4.82781,5.68064
SAMD12,1.37836,0.802707,0.912159,1.29225,0.983401,1.06751
LOC653602,0.349077,0.293745,0.51243,0.642889,0.351091,0.536561
SHC3,0.829377,1.14056,0.945978,0.629852,0.410099,0.657787
WAC,30.3778,29.9597,29.9182,43.9482,41.8816,44.2876
RPL12,776.302,784.708,846.932,857.936,857.427,986.821
SERPINI1,2.80789,2.06216,2.1854,1.97391,2.28497,2.90021
MYBL1,2.67605,3.38006,2.86593,2.7723,5.11479,3.57801
DNAJB12,16.2161,12.4802,15.1352,17.6398,17.431,15.5849
CUL2,13.8685,14.5712,13.0924,16.7323,14.8036,15.4067
ZC3H10,1.62491,1.7989,2.06413,1.36676,1.25978,1.40263
GCN1,23.0944,24.496,22.086,21.9329,18.7377,19.4012
MTNR1A,0.135967,0.217426,0,0,0.112416,0
PLET1,0.0608615,0.0290398,0.0540357,0,0,0.0292411
LINC00943,0.0450648,0.0218871,0.0402366,0.0407124,0.147104,0.0440216
LINC01546,0,0,0.0546179,0.0547119,0.0488259,0.117254
METTL3,14.9383,18.3825,15.9429,14.4067,13.2319,14.2211
RPPH1,1.09927,2.1396,0.736881,1.35969,1.13258,0.25284
PCDHAC1,0.148862,0,0.0197489,0,0,0.0209761
TMED10P1,0.40127,0.392413,0.506293,0.639082,0.559598,0.414397
BCDIN3D,2.59596,1.53915,1.84984,1.97824,1.91122,2.40767
RCE1,10.2251,10.5152,10.4888,11.2704,13.8085,14.7119
SYNRG,8.05879,7.33506,8.29998,8.00467,7.2509,8.43603
RGPD1,0.981456,0.586994,0.565998,0.924031,0.570446,0.803231
TGFB2-OT1,126.858,98.8942,124.275,78.5796,122.36,59.6369
DUS1L,23.9268,24.9512,24.2428,25.0338,27.9082,26.3033
LOC100128288,1.06872,0.835252,0.955141,0.640356,0.452922,0.612927
MAVS,8.17814,7.44957,8.40423,6.90259,6.35493,7.02712
SCCPDH,25.7586,26.5423,26.1862,18.2816,19.7945,18.9407
ZNF45,3.68738,2.86493,3.62566,4.04257,3.33005,3.47311
PWRN1,0,0,0.0303307,0,0,0
CLK3,11.087,11.4782,11.9527,12.8377,10.3553,11.4226
ANKRD27,6.86782,6.42221,6.33039,7.87783,9.07549,8.41434
TNIP2,18.022,16.0139,17.8189,16.7006,19.1069,19.2043
RBM33,6.45461,5.75541,5.71838,7.8361,6.04573,7.1078
RDH10,5.45622,7.1345,5.3506,4.67994,3.74445,4.3632
RPL22L1,15.9013,17.7385,17.9196,28.4209,29.9434,33.9183
GJA4,0.029421,0,0,0,0,0.0266684
CCDC71,8.10749,9.48933,8.36355,8.84587,9.30949,8.02801
SLC35F5,39.3063,33.3244,37.8487,43.1639,41.2761,41.7786
PSMC1,37.2906,43.6756,38.6882,37.4175,39.5376,38.7773
AGAP1,3.56121,3.30848,3.16,3.50392,3.06558,3.62265
PDZD7,1.75604,1.91685,1.51063,0.983608,1.03922,1.13367
DDX25,0.0595846,0.0575804,0.0267951,0.0540787,0.0243647,0.199554
APBA2,7.58723,7.70479,7.85931,6.25717,7.15248,6.34081
GPRC5B,5.05915,4.4045,4.67835,6.38764,8.02383,6.61374
RNPEPL1,20.0274,18.7155,19.3159,14.8917,16.6713,16.9039
RBM38,6.65415,8.20979,7.42041,8.71745,10.1807,9.94381
DCST1,0,0,0,0,0,0
KIF13A,9.82439,8.21811,9.07148,11.5442,9.96944,9.83086
ECI1,22.4674,18.2742,23.3988,29.3397,32.8482,36.002
CACNG2,0.00710589,0,0,0,0,0
IFIH1,5.84766,3.98524,5.38312,43.7685,39.024,40.0298
GTF2H4,16.3427,17.8313,15.5561,16.8653,13.3412,15.4191
GBP1,37.4646,32.3722,37.8056,32.9918,53.2175,31.8442
CCNA2,7.90535,11.4781,8.0161,7.95867,8.78796,8.52454
CAPN11,0,0,0.0180163,0,0,0.0188634
TMBIM4,24.7192,26.1468,24.7583,27.0938,26.533,26.4326
SLC25A39,40.8454,47.6347,47.6674,38.2866,39.7284,39.9709
CCP110,3.96814,4.20024,4.04562,4.60418,3.46974,4.34484
WAS,0.0887167,0.0416612,0.147523,0.113096,0.106861,0.0919057
UBE2K,20.5952,21.3445,21.3009,29.1561,27.4378,26.6697
LOC606724,0.504019,0,0.198078,0,0.0955502,0.102661
RAD50,14.9247,12.4456,12.919,24.8476,21.0134,23.4374
FMNL1,0.977249,1.00861,0.931052,3.17176,3.2772,4.67042
ZFPM1,1.45656,1.77283,1.46634,1.56549,1.67248,1.82855
SLC6A10P,0.348099,0.183889,0.245244,0.184925,0.200029,0.212464
PPM1K,4.84082,4.85707,5.3035,7.8539,7.40011,7.19911
AADAC,1.91652,1.82484,1.50078,0.773856,0.907283,1.06697
TRAF4,16.7222,17.2369,16.7736,22.6912,27.7131,24.9111
SLC34A1,0.0266587,0,0,0,0,0.0194436
PIGG,14.1606,12.0983,13.6865,16.3961,13.9628,15.054
TIA1,46.3169,41.5141,46.6691,48.3363,41.151,44.0318
AADACP1,0.881903,0.254322,0.138377,0,0.254195,0
WDR33,9.88238,9.08597,9.48668,9.83093,11.8191,10.7489
VDAC2,67.0713,84.6689,72.3812,82.7076,87.1299,88.8717
SLC30A1,6.71511,4.10629,5.88675,19.9763,19.7039,20.6954
LINC00540,0,0,0.0741688,0,0,0.0804299
CRB3,1.59228,1.20973,1.4154,0.802482,1.30387,1.385
NDUFB5,43.7377,42.5711,42.0117,34.8139,30.4009,33.2311
VPS29,43.6474,44.6728,48.4458,47.7332,53.931,49.3743
HOXA-AS2,0.389953,0.373434,0.317579,0.65811,0.387043,0.326018
ALG14,5.4278,7.23313,8.17315,6.08276,6.17689,6.15718
TUNAR,0.0535545,0,0,0,0,0.0344316
PRSS54,0.10495,0.174858,0.238564,0.465109,0.425427,0.357632
AZIN1,50.6268,51.2083,50.4735,53.3769,66.5681,55.2217
ZNF18,2.98499,2.77959,3.18843,3.08241,2.92003,2.7081
PPM1D,4.25411,4.1375,4.15865,4.27289,3.71362,3.82068
LRRC70,0.0958212,0.0317682,0.0566036,0.0590509,0.157173,0.229131
METTL4,4.75199,4.57705,5.43135,6.28711,4.91288,5.80341
LINC00504,36.2902,11.6337,14.3147,15.2592,12.9707,13.6285
GNG4,0.261394,0.127071,0.117082,0.101241,0.129431,0.146375
HERC5,0.792868,0.769701,1.01575,14.8885,11.1963,13.9599
LINC01114,0.0231806,0,0,0,0,0
FAM35BP,0.508494,0.41607,0.474377,0.487503,0.47394,0.503043
AGBL1,0,0,0,0,0,0
MPHOSPH10,14.6773,16.9624,14.5104,19.547,17.1959,15.6992
RPL29P2,0.0769164,0,0,0,0,0
MAPK10,0.984746,0.445719,0.934344,1.0147,0.890837,1.00783
C14orf93,3.09828,2.25185,2.94309,2.84064,2.51393,3.14826
LINC00622,0.530624,0.436184,0.358733,0.559746,0.296542,0.568921
C9orf91,5.09406,3.73681,5.14831,9.85965,9.94992,11.2316
GRK7,0.0309212,0,0.0278117,0.0297019,0,0
ADAT1,4.74771,4.27486,4.67071,6.20897,5.88041,6.25865
PRB4,0.0197988,0,0,0,0,0
LOC101929125,0,0,0,0,0.0681332,0
RNF19A,16.2482,15.2308,16.7076,16.722,17.9816,16.7469
CRP,0.0249537,0,0,0,0,0
EMB,14.0575,15.8983,16.0009,10.7224,9.7111,9.70639
SLX1A,9.07111,9.86359,8.9099,4.55151,6.62777,6.45374
NUFIP1,3.09642,2.91709,3.01935,4.30093,4.43613,4.44028
C14orf166,88.0996,95.6066,92.646,96.2406,94.7301,93.4105
FIRRE,0.0585327,0,0,0,0,0
CRIP2,44.656,48.8004,52.1877,69.04,70.3145,78.1417
PON1,0.0330688,0.032065,0.0295003,0,0.0268325,0
C1QL2,0.0271316,0,0.0251503,0,0,0
CPN1,0.0256474,0,0,0,0,0
FBRS,11.152,10.5192,11.3542,10.4317,13.7987,12.1702
DHPS,16.0542,17.8709,17.8766,13.4764,13.5885,13.8985
ZNF561-AS1,2.39682,1.8492,2.55684,1.62735,1.63647,1.69287
TXNDC9,24.2195,26.6481,27.7223,29.435,30.0566,27.7296
LOC101927811,0.178715,0.383717,0.308035,0.352024,0.246966,0.203311
TCEAL5,0.0611895,0.0983007,0.0312872,0,0.141385,0.161115
TARBP1,8.8106,8.12245,9.25272,9.38039,6.52259,8.00059
NOL9,4.3943,4.01119,4.09628,3.56476,4.13572,3.99361
DNAJC8,42.9355,47.146,43.7796,45.7058,40.2084,46.9096
MRPS11,8.88586,10.2841,10.7454,10.9733,9.52442,10.2003
KLHL6,0.0332162,0,0,0,0,0.00871471
PAMR1,0.834929,0.310284,0.995902,0.350196,0.444074,0.167233
TP53BP2,15.6762,15.7099,14.9096,16.1471,17.9518,16.746
LOC101928841,0.307917,0.147186,0.211066,0.901821,0.455554,0.681667
KLF3-AS1,0.866399,0.448444,0.854867,1.39243,1.20736,1.07114
GRIN1,0.0363905,0.0105032,0,0.0544292,0.0399912,0.0110589
ITGA9-AS1,0.390043,0.468369,0.367098,0.376931,0.561955,0.492277
PPM1N,0.140399,0.270445,0.287981,0.10779,0.0577435,0.225507
KIAA1919,3.27002,2.07701,2.45293,2.48731,2.608,2.60982
FAM13B,9.37156,7.63919,8.69633,10.8991,12.2388,11.9405
LOC102723703,0.0741873,0.146252,0.06592,0.211105,0.549244,0.508126
TRIM44,28.5646,25.5788,27.7153,42.3929,39.3176,41.8804
ELN,0.0955643,0.0172107,0.071348,0.0170985,0.0581352,0.0313338
OR9K2,0.0826795,0,0,0,0,0
CST3,295.444,267.709,317.147,244.612,305.632,269.038
GNPDA1,13.8659,11.2218,12.6935,19.9309,15.7759,20.6071
LOC729739,0.138011,0,0,0,0.227405,0.266766
CACNA1C-AS2,0.119629,0,0,0,0,0
MPHOSPH6,14.3453,17.505,14.5713,15.2309,16.6654,15.9315
ASNSD1,20.6202,21.6251,20.8446,24.5045,23.8119,21.8507
PPP1R26,5.17846,5.32791,5.13209,7.12476,8.23293,7.90364
KCNA10,0.0272165,0,0,0,0,0
TOLLIP-AS1,0.648774,0.114153,0.599531,0.247612,0.298067,0.11166
GRTP1,0.451966,0.49427,0.34472,0.542293,0.577711,0.770452
RAD1,4.07862,4.48779,3.98198,4.91427,4.75573,4.65384
PCDHB15,0.297414,0.240551,0.234189,0.21128,0.131309,0.236155
TACSTD2,4.46509,1.98818,3.29843,3.4113,3.91571,3.56588
TMC6,1.80549,2.04598,2.01773,4.9432,5.41776,5.60359
TULP2,0,0,0,0,0,0.0236817
SNAP25-AS1,0.328712,0.150513,0.116845,0.20098,0.0714291,0.0866503
MEG9,1.93573,2.00122,1.26062,0.679356,1.10756,1.19072
CXCR4,0.186766,0.0336788,0,0,0,0.13379
PRR14L,4.87913,4.76638,4.31204,5.5686,4.37251,4.72896
XPO7,15.2079,15.6098,15.5844,15.8904,14.5891,14.7641
SSC5D,2.18777,2.30777,2.68248,2.37452,2.92593,2.05504
NDUFAF5,2.29575,2.92741,2.70405,2.49543,2.84477,3.59964
BAG3,21.3987,21.3714,21.1716,17.7758,18.8615,20.7549
KRT3,0.0776427,0,0,0,0,0
CLEC12A,0,0,0,0,0,0
SUGT1P1,1.89526,0.765144,1.20894,1.48488,1.74823,1.47146
C1orf186,3.18912,1.67951,2.60805,3.29643,2.53077,2.6576
DLGAP1-AS2,1.42673,1.01609,1.06512,4.51858,3.03207,2.97571
DENND1B,3.43698,3.38479,3.34128,2.61326,3.16587,2.73693
GNAT3,0,0,0,0,0.0825229,0.0492539
C20orf96,3.93991,3.93947,4.08733,6.00295,4.57558,5.06388
C10orf99,0.0555855,0,0,0,0,0
LAD1,1.84745,1.44686,1.90182,1.52679,1.69757,1.85443
SLC44A2,52.0983,50.3826,53.9374,99.8089,109.456,110.752
TMEM130,0.247318,0.317729,0.209629,0.104503,0.14314,0.0612124
LOC100506124,0.796277,0.445082,0.838679,1.04829,0.596227,0.808876
SLC35A3,6.22584,5.9639,5.91991,7.10462,6.03159,7.10115
KCNMB2-AS1,0,0.0563386,0.0274388,0,0,0.0751696
LINC01538,0.0510178,0,0,0,0,0
CCDC174,7.34859,6.18958,6.00088,9.88332,10.4193,9.37309
FBL,32.4887,38.8124,37.1915,33.5715,41.3607,37.2215
KAAG1,10.1351,9.33689,9.45375,4.26167,6.98993,5.01629
REEP5,40.2921,38.666,41.6153,56.3976,56.5606,58.4249
FAAH,0.944634,0.374555,0.658983,1.37883,1.10202,1.3506
AHSA2,34.0517,29.4145,32.5366,21.9294,18.7459,19.5719
RBKS,0.722445,0.510366,0.715494,1.26883,1.60379,2.26355
CRLS1,32.9913,49.3936,35.0933,24.7762,23.1167,22.6074
ANKRD36B,3.84716,3.46689,3.43669,2.99739,2.56346,2.86502
C7orf25,7.17355,7.29157,7.12497,8.20681,8.89012,7.96416
NT5C1B-RDH14,0.0701254,0.10315,0.103337,0.15946,0.111948,0.0408761
C14orf2,24.9015,28.217,30.3307,15.9117,15.3715,13.9126
RRAS,96.5405,101.741,110.132,90.5778,110.207,98.1376
ZNF789,2.69162,1.71049,2.61165,1.01769,1.28757,1.16409
NET1,20.0306,31.6549,22.5985,12.7777,16.4776,12.5367
DGCR6,2.14198,1.51945,2.336,2.15902,1.977,2.61738
IFNGR2,20.6427,22.9149,21.9688,25.081,30.4112,23.8083
CNTFR,0.193888,0.0959557,0,0.256414,0.0736809,0.173869
LOC100128593,0.0219042,0,0,0,0,0
LHFPL3,0,0,0,0,0,0
HHIPL2,0.0219154,0.0423511,0.137951,0.0623569,0.0536665,0.0828741
FANCL,8.70266,9.27303,9.4194,8.33586,6.88195,8.5262
SLC17A8,0.0731259,0,0,0,0,0.0159827
PARN,15.6814,16.4179,16.9965,21.064,18.0025,20.5246
THCAT158,0,0.223284,0.14416,0.0752091,0.0919133,0.0751071
AMIGO1,0.795578,0.456965,0.70247,0.577133,0.392008,0.308654
C21orf62,0.3715,0.0695507,0.19863,0.155025,0.106764,0.101217
MGC27345,1.11891,0.780762,0.928072,1.11296,1.00482,1.10508
CYP11A1,0.447104,0.283793,0.442728,0.888847,1.07632,0.943556
OR1L1,0.1895,0,0,0,0,0
SH3KBP1,14.7297,13.8615,14.5063,25.718,29.8103,30.2913
SIM2,1.42936,0.782719,1.15329,1.22408,1.06341,0.985809
FAM157B,0.186111,0.136659,0.0936874,0.14177,0.112754,0.382634
PMM1,14.7456,15.1074,17.4439,14.9571,15.2902,15.0685
FZD3,1.96642,1.47792,1.66427,1.67802,1.09084,1.43783
SLX4IP,0.717984,0.683243,0.815346,1.56746,1.131,1.32434
ZAP70,0.0369343,0.0877538,0.0335115,0.142575,0.196843,0.0510646
MACROD1,4.90675,4.52623,5.09796,5.54428,6.27546,6.42099
YPEL3,31.9826,23.6378,30.9487,11.5267,7.87891,11.4267
FBN1,106.976,109.917,103.213,112.238,94.727,101.854
CDYL,8.05149,8.15477,7.46051,12.3955,11.3006,12.2727
PCAT1,0.186496,0,0,0,0.0189667,0.0674902
DDX53,0.0427646,0,0,0,0,0
NDOR1,5.67988,5.16485,5.39574,5.01402,5.74234,5.78255
BACH1-IT2,0.0630871,0.0601858,0,0.17506,0,0
CRYBA1,0.0666371,0,0,0,0,0
CDC37,68.767,69.0019,75.2842,68.0857,68.888,69.6962
LOC100133077,0.0335486,0,0,0,0,0
NCF1C,0.0924234,0,0.0806525,0.117599,0.0430483,0.0274387
TWF2,39.5202,46.7395,44.7801,37.5907,42.2115,40.4453
EIF2AK4,21.8347,24.7808,21.9745,17.971,16.6348,17.722
SCRT2,0.010616,0,0,0.0107388,0,0
EIF4G2,240.74,252.507,251.641,290.396,295.663,294.037
OR4N5,0.0799175,0,0,0,0,0
KIAA1161,1.95447,2.40985,2.04836,1.01232,0.915933,0.929706
TM6SF1,6.08314,5.33324,7.18054,15.2043,13.6813,14.6706
LINC01099,0,0.0672202,0.138724,0,0,0
DHDH,0,0.0515861,0.0483603,0,0,0
GOLGA8R,1.62676,1.34333,1.43783,1.40293,1.10185,1.48538
CAND1,35.1359,34.1236,32.9866,33.1847,31.3992,30.1644
LRRC29,1.32424,0.762854,1.01788,0.908758,0.936091,1.10453
CTC-436P18.1,0.0920989,0,0,0.0828605,0,0.173381
DNAH7,0.109474,0.0556327,0.0720725,0.0775773,0.0738973,0.0662195
ADRA2B,0.0314969,0.0151064,0,0,0.0128674,0.029078
SLC14A2-AS1,0.0222312,0,0,0,0,0
MS4A7,0.125484,0,0,0,0.0193516,0
TANC1,16.3434,14.7689,16.5671,10.2256,12.4024,9.6211
ZNF7,7.59421,7.53639,8.15167,8.06146,7.42267,7.53336
DUSP27,0.0222621,0,0.0100292,0.0105552,0,0
PCDHGB4,2.59115,2.36947,2.07677,1.7156,1.38393,1.62022
LOC100506258,0.0792003,0.0128014,0.0822181,0.03685,0.117829,0.0896168
C19orf71,0.39058,0.440703,0.42447,0.599208,0.589506,0.745329
WFDC1,0.035474,0.0338853,0.0322092,0,0,0.0327607
CMAHP,0.347473,0.26611,0.497119,0.258628,0.384338,0.187363
OR2H1,0.102428,0.0164009,0.0153576,0,0,0
OR52R1,0,0,0,0,0,0
IMPAD1,28.5176,29.0978,28.2933,26.2014,21.9933,23.5095
LYPLAL1-AS1,0.109563,0.0703124,0,0.13216,0.0592496,0.248273
LOC101927973,0,0,0.014623,0,0.0269032,0
RPS10-NUDT3,1.44253,0.818696,0.915126,0,0.451003,1.30021
EPRS,46.7184,39.351,45.7484,50.5834,48.9271,51.8583
MYL12A,464.169,479.939,510.289,277.052,409.476,317.153
ASTN2,24.3233,8.76961,10.6842,14.0608,9.80287,11.4112
NEAT1,162.649,102.302,152.691,131.311,123.513,102.646
LINC00893,2.7085,2.86719,3.60922,1.97915,1.82272,2.00013
GSKIP,14.4746,15.8157,16.0309,17.2636,16.5637,18.3541
TSPAN19,0.206352,0.0680129,0,0.0626032,0,0
PURG,1.00915,1.01401,1.37451,0.390005,0.472256,0.447183
SLC25A14,5.60438,4.33774,4.66896,3.21899,3.25816,4.27941
MAPKAP1,33.4002,35.5971,33.6599,26.9358,19.9825,24.3588
PAFAH1B1,42.0259,38.9168,39.7834,41.9078,41.5053,43.3549
TNFAIP1,21.2792,21.1519,21.5388,17.9102,19.828,18.8069
PATE2,0.083916,0,0,0.038375,0.0342587,0.0824416
NUDT12,7.53744,7.75862,7.1562,8.93819,6.64695,7.44888
SYS1-DBNDD2,0.736717,0.454004,2.04716,1.28805,2.03739,2.2502
STARD7-AS1,2.78261,1.86298,2.17906,3.24985,3.41557,3.53897
C8orf86,0.0475934,0,0,0,0.0171543,0.0230253
IVL,0.0194443,0,0,0,0,0.018042
EHD4-AS1,0,0.0679533,0,0,0.029349,0.0668315
PJA2,41.8237,38.391,40.9353,34.1217,29.7049,31.6104
LINC00657,139.974,120.184,131.981,135.404,100.037,112.851
LOC101927932,0.256472,0,0.119265,0.117601,0.105911,0.0646655
SNRPE,16.9001,17.7298,16.7247,16.8003,15.6064,15.0882
CYB5B,25.1733,30.6674,27.6145,31.4005,29.0341,31.4113
DIO3OS,0.0631478,0,0,0,0,0
LOC100506746,0.397628,0.388476,0.356258,0.538941,0.67438,0.532233
FAM86JP,0.660098,0.384539,0.416886,1.36583,1.43596,1.87893
ENKD1,4.48863,3.47136,4.28181,3.3646,3.66962,3.04093
TRIM43B,0.070914,0,0,0,0,0.00507639
SLC9A7,2.55966,3.76616,2.77947,2.64184,2.65079,2.94195
PSORS1C1,0.183169,0.205767,0.326797,0.339635,0.206854,0.569251
SLC7A11,17.6432,7.77648,14.5961,32.3528,26.8698,28.0769
PFKL,27.0905,32.3969,28.8521,24.3061,23.3553,24.3105
CPNE1,21.6097,22.5362,21.9263,20.6593,21.163,22.9159
ZNF528-AS1,0.468461,0.485423,0.767684,1.3715,1.04739,1.27611
RPTN,0.0247677,0,0.0074431,0,0,0
WDR35,5.85088,5.63022,5.9449,8.84762,8.06493,7.94941
LINC00664,0.107401,0.0148494,0.0682725,0.0140775,0.0499447,0.0597189
CECR2,0.502878,0.468483,0.575439,0.781132,0.848416,0.847108
RHOD,11.7469,9.14616,12.9569,5.45176,8.71914,6.76217
SPRED3,0.977603,1.25204,0.874623,1.07751,1.30387,1.26105
CD96,0.174943,0.0703616,0.0660814,0.0265007,0.0390498,0.0465077
SLC25A10,3.92565,4.7186,3.61219,2.52436,2.28314,1.88186
EIF3IP1,0.0595502,0,0,0,0,0
DHCR7,79.4991,99.9809,89.8414,23.5559,30.4077,25.1537
PLXNB2,131.746,124.752,132.238,169.879,166.552,160.945
ZYX,155.973,158.602,175.172,83.1414,169.117,95.8003
HOXC10,11.1015,11.5209,11.1782,8.61384,8.53027,9.51918
LRRIQ4,0,0,0,0,0,0
OR13F1,0.0773548,0,0.0685195,0,0,0
KRCC1,19.6675,18.7303,20.2222,23.2503,29.709,21.3368
CYP7B1,0.902124,0.903372,0.62277,1.44744,1.17139,1.37112
HRASLS5,0.183221,0.159705,0.164569,0.229866,0.188969,0.222444
EMC7,47.5877,50.6171,49.5265,51.5455,48.56,51.3986
CYP2B6,0.0139122,0,0,0.0126826,0,0
OR1G1,0.0556879,0,0,0,0,0
